TimeStamp,Detector,Bit received,Bit index(/1250),Bit index(%ile) (1250),Index of predicted bit,Bit predicted 700 first bit 0 (1250),Bit predicted 700 first bit 1 (1250),Bit index(/2500),Bit index(%ile) (2500),Bit predicted 700 first bit 0 (2500),Bit predicted 700 first bit 1 (2500)
39458,2,1,31,708,32,1,0,15,1958,1,
34551,3,0,27,801,28,1,0,13,2051,1,
55228,2,1,44,228,45,0,1,22,228,1,
39821,3,0,31,1071,32,1,0,15,2321,1,
32489,3,0,25,1239,27,0,1,12,2489,0,
88342,2,1,70,842,71,0,1,35,842,1,
60668,3,0,48,668,49,0,1,24,668,1,
62709,2,1,50,209,51,0,1,25,209,1,
92226,2,1,73,976,74,1,0,36,2226,1,
14920,2,1,11,1170,13,0,1,5,2420,0,
73642,3,0,58,1142,60,1,0,29,1142,0,
90494,2,1,72,494,73,0,1,36,494,1,
34805,3,0,27,1055,28,1,0,13,2305,1,
61241,2,1,48,1241,50,1,0,24,1241,0,
24941,3,0,19,1191,21,0,1,9,2441,0,
63494,2,1,50,994,51,0,1,25,994,1,
82922,3,0,66,422,67,0,1,33,422,1,
50093,2,1,40,93,40,1,0,20,93,0,
78670,2,1,62,1170,64,1,0,31,1170,0,
50803,3,0,40,803,41,0,1,20,803,1,
44378,2,1,35,628,36,1,0,17,1878,1,
2289,3,0,1,1039,2,1,0,0,2289,1,
48141,2,1,38,641,39,0,1,19,641,1,
90400,3,0,72,400,73,0,1,36,400,1,
85224,3,0,68,224,69,0,1,34,224,1,
15270,3,0,12,270,13,0,1,6,270,1,
93757,3,0,75,7,75,0,1,37,1257,0,
46659,2,1,37,409,38,1,0,18,1659,1,
4594,2,1,3,844,4,1,0,1,2094,1,
80910,2,1,64,910,65,0,1,32,910,1,
17214,2,1,13,964,14,1,0,6,2214,1,
76916,2,1,61,666,62,1,0,30,1916,1,
73795,2,1,59,45,59,0,1,29,1295,0,
55569,3,0,44,569,45,0,1,22,569,1,
44021,2,1,35,271,36,1,0,17,1521,1,
60495,3,0,48,495,49,0,1,24,495,1,
98247,3,0,78,747,79,0,1,39,747,1,
14994,3,0,11,1244,13,0,1,5,2494,0,
58257,3,0,46,757,47,0,1,23,757,1,
27288,3,0,21,1038,22,1,0,10,2288,1,
79094,3,0,63,344,64,1,0,31,1594,1,
46443,2,1,37,193,38,1,0,18,1443,1,
54367,3,0,43,617,44,1,0,21,1867,1,
80893,2,1,64,893,65,0,1,32,893,1,
69943,3,0,55,1193,57,0,1,27,2443,0,
23290,2,1,18,790,19,0,1,9,790,1,
59704,2,1,47,954,48,1,0,23,2204,1,
93322,2,1,74,822,75,0,1,37,822,1,
54486,3,0,43,736,44,1,0,21,1986,1,
6683,2,1,5,433,6,1,0,2,1683,1,
22019,2,1,17,769,18,1,0,8,2019,1,
86246,3,0,68,1246,70,1,0,34,1246,0,
65030,2,1,52,30,52,1,0,26,30,0,
2294,2,1,1,1044,2,1,0,0,2294,1,
73596,2,1,58,1096,59,0,1,29,1096,1,
17382,3,0,13,1132,15,0,1,6,2382,0,
48004,2,1,38,504,39,0,1,19,504,1,
22230,3,0,17,980,18,1,0,8,2230,1,
19445,2,1,15,695,16,1,0,7,1945,1,
58200,3,0,46,700,47,0,1,23,700,1,
26733,2,1,21,483,22,1,0,10,1733,1,
3577,2,1,2,1077,3,0,1,1,1077,1,
7865,3,0,6,365,7,0,1,3,365,1,
67575,2,1,54,75,54,1,0,27,75,0,
86384,3,0,69,134,70,1,0,34,1384,1,
82323,2,1,65,1073,66,1,0,32,2323,1,
53590,3,0,42,1090,43,0,1,21,1090,1,
79906,2,1,63,1156,65,0,1,31,2406,0,
44771,2,1,35,1021,36,1,0,17,2271,1,
76511,2,1,61,261,62,1,0,30,1511,1,
93591,2,1,74,1091,75,0,1,37,1091,1,
56516,2,1,45,266,46,1,0,22,1516,1,
79902,2,1,63,1152,65,0,1,31,2402,0,
42947,3,0,34,447,35,0,1,17,447,1,
51447,2,1,41,197,42,1,0,20,1447,1,
332,3,0,0,332,1,0,1,0,332,1,
4735,2,1,3,985,4,1,0,1,2235,1,
49918,2,1,39,1168,41,0,1,19,2418,0,
55098,2,1,44,98,44,1,0,22,98,0,
44667,3,0,35,917,36,1,0,17,2167,1,
19967,3,0,15,1217,17,0,1,7,2467,0,
68690,2,1,54,1190,56,1,0,27,1190,0,
15,2,1,0,15,0,1,0,0,15,0,
36955,3,0,29,705,30,1,0,14,1955,1,
87336,2,1,69,1086,70,1,0,34,2336,1,
6030,2,1,4,1030,5,0,1,2,1030,1,
55810,3,0,44,810,45,0,1,22,810,1,
11116,2,1,8,1116,10,1,0,4,1116,0,
14599,2,1,11,849,12,1,0,5,2099,1,
49194,3,0,39,444,40,1,0,19,1694,1,
22368,3,0,17,1118,19,0,1,8,2368,0,
57942,2,1,46,442,47,0,1,23,442,1,
41680,2,1,33,430,34,1,0,16,1680,1,
27417,3,0,21,1167,23,0,1,10,2417,0,
39098,2,1,31,348,32,1,0,15,1598,1,
21515,3,0,17,265,18,1,0,8,1515,1,
88143,2,1,70,643,71,0,1,35,643,1,
43499,3,0,34,999,35,0,1,17,999,1,
30292,3,0,24,292,25,0,1,12,292,1,
90684,2,1,72,684,73,0,1,36,684,1,
24659,2,1,19,909,20,1,0,9,2159,1,
53818,3,0,43,68,43,0,1,21,1318,0,
40645,2,1,32,645,33,0,1,16,645,1,
3870,2,1,3,120,4,1,0,1,1370,1,
63113,3,0,50,613,51,0,1,25,613,1,
599,3,0,0,599,1,0,1,0,599,1,
15659,2,1,12,659,13,0,1,6,659,1,
15123,3,0,12,123,13,0,1,6,123,1,
67894,2,1,54,394,55,0,1,27,394,1,
2382,2,1,1,1132,3,0,1,0,2382,0,
10432,3,0,8,432,9,0,1,4,432,1,
4845,2,1,3,1095,4,1,0,1,2345,1,
51637,2,1,41,387,42,1,0,20,1637,1,
95161,3,0,76,161,77,0,1,38,161,1,
28704,2,1,22,1204,24,1,0,11,1204,0,
3552,2,1,2,1052,3,0,1,1,1052,1,
31711,2,1,25,461,26,1,0,12,1711,1,
7819,3,0,6,319,7,0,1,3,319,1,
82859,2,1,66,359,67,0,1,33,359,1,
219,3,0,0,219,1,0,1,0,219,1,
51590,2,1,41,340,42,1,0,20,1590,1,
92406,2,1,73,1156,75,0,1,36,2406,0,
80956,2,1,64,956,65,0,1,32,956,1,
66233,2,1,52,1233,54,1,0,26,1233,0,
2123,2,1,1,873,2,1,0,0,2123,1,
83971,3,0,67,221,68,1,0,33,1471,1,
81446,3,0,65,196,66,1,0,32,1446,1,
36591,2,1,29,341,30,1,0,14,1591,1,
19727,2,1,15,977,16,1,0,7,2227,1,
22413,3,0,17,1163,19,0,1,8,2413,0,
13927,2,1,11,177,12,1,0,5,1427,1,
75834,3,0,60,834,61,0,1,30,834,1,
24588,2,1,19,838,20,1,0,9,2088,1,
6327,2,1,5,77,5,0,1,2,1327,0,
63003,3,0,50,503,51,0,1,25,503,1,
68623,2,1,54,1123,56,1,0,27,1123,0,
87272,2,1,69,1022,70,1,0,34,2272,1,
75592,3,0,60,592,61,0,1,30,592,1,
77950,3,0,62,450,63,0,1,31,450,1,
12074,2,1,9,824,10,1,0,4,2074,1,
29304,2,1,23,554,24,1,0,11,1804,1,
21889,2,1,17,639,18,1,0,8,1889,1,
58739,2,1,46,1239,48,1,0,23,1239,0,
88321,2,1,70,821,71,0,1,35,821,1,
54514,3,0,43,764,44,1,0,21,2014,1,
85831,2,1,68,831,69,0,1,34,831,1,
94780,2,1,75,1030,76,1,0,37,2280,1,
2830,3,0,2,330,3,0,1,1,330,1,
61301,2,1,49,51,49,0,1,24,1301,0,
40838,3,0,32,838,33,0,1,16,838,1,
40490,2,1,32,490,33,0,1,16,490,1,
19268,2,1,15,518,16,1,0,7,1768,1,
54014,2,1,43,264,44,1,0,21,1514,1,
9684,2,1,7,934,8,1,0,3,2184,1,
83782,2,1,67,32,67,0,1,33,1282,0,
88740,3,0,70,1240,72,1,0,35,1240,0,
67716,2,1,54,216,55,0,1,27,216,1,
45828,2,1,36,828,37,0,1,18,828,1,
16106,2,1,12,1106,14,1,0,6,1106,0,
31458,3,0,25,208,26,1,0,12,1458,1,
63604,2,1,50,1104,52,1,0,25,1104,0,
28435,2,1,22,935,23,0,1,11,935,1,
49728,3,0,39,978,40,1,0,19,2228,1,
40783,2,1,32,783,33,0,1,16,783,1,
41096,3,0,32,1096,33,0,1,16,1096,1,
75813,2,1,60,813,61,0,1,30,813,1,
15751,2,1,12,751,13,0,1,6,751,1,
23843,3,0,19,93,19,0,1,9,1343,0,
17688,3,0,14,188,15,0,1,7,188,1,
76185,2,1,60,1185,62,1,0,30,1185,0,
37968,2,1,30,468,31,0,1,15,468,1,
16299,3,0,13,49,13,0,1,6,1299,0,
68669,2,1,54,1169,56,1,0,27,1169,0,
48586,2,1,38,1086,39,0,1,19,1086,1,
28540,2,1,22,1040,23,0,1,11,1040,1,
42961,2,1,34,461,35,0,1,17,461,1,
83960,3,0,67,210,68,1,0,33,1460,1,
50457,2,1,40,457,41,0,1,20,457,1,
50249,2,1,40,249,41,0,1,20,249,1,
13727,2,1,10,1227,12,1,0,5,1227,0,
10062,3,0,8,62,8,1,0,4,62,0,
37176,2,1,29,926,30,1,0,14,2176,1,
584,3,0,0,584,1,0,1,0,584,1,
13922,3,0,11,172,12,1,0,5,1422,1,
38281,2,1,30,781,31,0,1,15,781,1,
66189,2,1,52,1189,54,1,0,26,1189,0,
94699,2,1,75,949,76,1,0,37,2199,1,
6517,3,0,5,267,6,1,0,2,1517,1,
8645,2,1,6,1145,8,1,0,3,1145,0,
23402,3,0,18,902,19,0,1,9,902,1,
95036,3,0,76,36,76,1,0,38,36,0,
4905,2,1,3,1155,5,0,1,1,2405,0,
83992,3,0,67,242,68,1,0,33,1492,1,
21429,2,1,17,179,18,1,0,8,1429,1,
76555,3,0,61,305,62,1,0,30,1555,1,
79096,3,0,63,346,64,1,0,31,1596,1,
95099,3,0,76,99,76,1,0,38,99,0,
20049,3,0,16,49,16,1,0,8,49,0,
86400,3,0,69,150,70,1,0,34,1400,1,
40890,2,1,32,890,33,0,1,16,890,1,
29519,2,1,23,769,24,1,0,11,2019,1,
72811,3,0,58,311,59,0,1,29,311,1,
82799,2,1,66,299,67,0,1,33,299,1,
37134,2,1,29,884,30,1,0,14,2134,1,
87213,2,1,69,963,70,1,0,34,2213,1,
86308,3,0,69,58,69,0,1,34,1308,0,
94391,2,1,75,641,76,1,0,37,1891,1,
92642,3,0,74,142,75,0,1,37,142,1,
65146,2,1,52,146,53,0,1,26,146,1,
88260,2,1,70,760,71,0,1,35,760,1,
6491,3,0,5,241,6,1,0,2,1491,1,
65764,3,0,52,764,53,0,1,26,764,1,
13821,3,0,11,71,11,0,1,5,1321,0,
4487,3,0,3,737,4,1,0,1,1987,1,
13958,3,0,11,208,12,1,0,5,1458,1,
41144,3,0,32,1144,34,1,0,16,1144,0,
60710,3,0,48,710,49,0,1,24,710,1,
95727,2,1,76,727,77,0,1,38,727,1,
2851,3,0,2,351,3,0,1,1,351,1,
68745,2,1,54,1245,56,1,0,27,1245,0,
53593,2,1,42,1093,43,0,1,21,1093,1,
56654,3,0,45,404,46,1,0,22,1654,1,
85325,3,0,68,325,69,0,1,34,325,1,
25130,3,0,20,130,21,0,1,10,130,1,
38597,3,0,30,1097,31,0,1,15,1097,1,
48636,3,0,38,1136,40,1,0,19,1136,0,
98205,2,1,78,705,79,0,1,39,705,1,
83882,3,0,67,132,68,1,0,33,1382,1,
66138,2,1,52,1138,54,1,0,26,1138,0,
48090,2,1,38,590,39,0,1,19,590,1,
4249,3,0,3,499,4,1,0,1,1749,1,
33942,3,0,27,192,28,1,0,13,1442,1,
83538,2,1,66,1038,67,0,1,33,1038,1,
55791,3,0,44,791,45,0,1,22,791,1,
54233,3,0,43,483,44,1,0,21,1733,1,
40735,2,1,32,735,33,0,1,16,735,1,
75321,3,0,60,321,61,0,1,30,321,1,
77769,3,0,62,269,63,0,1,31,269,1,
95501,2,1,76,501,77,0,1,38,501,1,
83182,2,1,66,682,67,0,1,33,682,1,
89015,3,0,71,265,72,1,0,35,1515,1,
9778,2,1,7,1028,8,1,0,3,2278,1,
59389,3,0,47,639,48,1,0,23,1889,1,
5783,2,1,4,783,5,0,1,2,783,1,
77811,2,1,62,311,63,0,1,31,311,1,
78102,3,0,62,602,63,0,1,31,602,1,
22021,2,1,17,771,18,1,0,8,2021,1,
78593,2,1,62,1093,63,0,1,31,1093,1,
11908,3,0,9,658,10,1,0,4,1908,1,
67518,3,0,54,18,54,1,0,27,18,0,
9457,2,1,7,707,8,1,0,3,1957,1,
69011,3,0,55,261,56,1,0,27,1511,1,
39051,2,1,31,301,32,1,0,15,1551,1,
87645,3,0,70,145,71,0,1,35,145,1,
79834,2,1,63,1084,64,1,0,31,2334,1,
45362,3,0,36,362,37,0,1,18,362,1,
85764,2,1,68,764,69,0,1,34,764,1,
10340,3,0,8,340,9,0,1,4,340,1,
90972,2,1,72,972,73,0,1,36,972,1,
13082,3,0,10,582,11,0,1,5,582,1,
2947,3,0,2,447,3,0,1,1,447,1,
72699,2,1,58,199,59,0,1,29,199,1,
69113,2,1,55,363,56,1,0,27,1613,1,
63421,3,0,50,921,51,0,1,25,921,1,
93871,2,1,75,121,76,1,0,37,1371,1,
46181,3,0,36,1181,38,1,0,18,1181,0,
80099,2,1,64,99,64,1,0,32,99,0,
78517,2,1,62,1017,63,0,1,31,1017,1,
92381,2,1,73,1131,75,0,1,36,2381,0,
124,3,0,0,124,1,0,1,0,124,1,
91938,2,1,73,688,74,1,0,36,1938,1,
82964,3,0,66,464,67,0,1,33,464,1,
63257,3,0,50,757,51,0,1,25,757,1,
23839,3,0,19,89,19,0,1,9,1339,0,
62539,2,1,50,39,50,1,0,25,39,0,
46608,2,1,37,358,38,1,0,18,1608,1,
46508,3,0,37,258,38,1,0,18,1508,1,
8723,2,1,6,1223,8,1,0,3,1223,0,
46903,3,0,37,653,38,1,0,18,1903,1,
83392,2,1,66,892,67,0,1,33,892,1,
78748,3,0,62,1248,64,1,0,31,1248,0,
14574,2,1,11,824,12,1,0,5,2074,1,
35636,2,1,28,636,29,0,1,14,636,1,
68023,2,1,54,523,55,0,1,27,523,1,
67900,3,0,54,400,55,0,1,27,400,1,
97017,2,1,77,767,78,1,0,38,2017,1,
54525,3,0,43,775,44,1,0,21,2025,1,
85213,3,0,68,213,69,0,1,34,213,1,
10250,3,0,8,250,9,0,1,4,250,1,
43505,3,0,34,1005,35,0,1,17,1005,1,
3814,2,1,3,64,3,0,1,1,1314,0,
64439,3,0,51,689,52,1,0,25,1939,1,
87213,2,1,69,963,70,1,0,34,2213,1,
86888,3,0,69,638,70,1,0,34,1888,1,
33125,3,0,26,625,27,0,1,13,625,1,
55171,2,1,44,171,45,0,1,22,171,1,
26861,2,1,21,611,22,1,0,10,1861,1,
50556,2,1,40,556,41,0,1,20,556,1,
17645,3,0,14,145,15,0,1,7,145,1,
85962,2,1,68,962,69,0,1,34,962,1,
2540,3,0,2,40,2,1,0,1,40,0,
37336,3,0,29,1086,30,1,0,14,2336,1,
62690,2,1,50,190,51,0,1,25,190,1,
8313,2,1,6,813,7,0,1,3,813,1,
34450,2,1,27,700,28,1,0,13,1950,1,
85212,3,0,68,212,69,0,1,34,212,1,
5313,3,0,4,313,5,0,1,2,313,1,
31684,2,1,25,434,26,1,0,12,1684,1,
287,3,0,0,287,1,0,1,0,287,1,
76411,3,0,61,161,62,1,0,30,1411,1,
97176,2,1,77,926,78,1,0,38,2176,1,
9787,2,1,7,1037,8,1,0,3,2287,1,
31119,2,1,24,1119,26,1,0,12,1119,0,
58570,3,0,46,1070,47,0,1,23,1070,1,
51698,3,0,41,448,42,1,0,20,1698,1,
30801,2,1,24,801,25,0,1,12,801,1,
43534,3,0,34,1034,35,0,1,17,1034,1,
63025,3,0,50,525,51,0,1,25,525,1,
54372,3,0,43,622,44,1,0,21,1872,1,
21998,2,1,17,748,18,1,0,8,1998,1,
14795,2,1,11,1045,12,1,0,5,2295,1,
54299,3,0,43,549,44,1,0,21,1799,1,
43529,3,0,34,1029,35,0,1,17,1029,1,
20258,3,0,16,258,17,0,1,8,258,1,
34144,2,1,27,394,28,1,0,13,1644,1,
11917,3,0,9,667,10,1,0,4,1917,1,
47159,2,1,37,909,38,1,0,18,2159,1,
55771,3,0,44,771,45,0,1,22,771,1,
87757,2,1,70,257,71,0,1,35,257,1,
376,3,0,0,376,1,0,1,0,376,1,
67615,2,1,54,115,55,0,1,27,115,1,
12731,3,0,10,231,11,0,1,5,231,1,
72937,3,0,58,437,59,0,1,29,437,1,
41379,2,1,33,129,34,1,0,16,1379,1,
8736,2,1,6,1236,8,1,0,3,1236,0,
46625,3,0,37,375,38,1,0,18,1625,1,
42746,2,1,34,246,35,0,1,17,246,1,
72511,2,1,58,11,58,1,0,29,11,0,
23811,3,0,19,61,19,0,1,9,1311,0,
23697,3,0,18,1197,20,1,0,9,1197,0,
25762,2,1,20,762,21,0,1,10,762,1,
20780,2,1,16,780,17,0,1,8,780,1,
73725,3,0,58,1225,60,1,0,29,1225,0,
36853,2,1,29,603,30,1,0,14,1853,1,
42956,3,0,34,456,35,0,1,17,456,1,
26026,2,1,20,1026,21,0,1,10,1026,1,
14021,3,0,11,271,12,1,0,5,1521,1,
57014,3,0,45,764,46,1,0,22,2014,1,
22316,3,0,17,1066,18,1,0,8,2316,1,
59967,3,0,47,1217,49,0,1,23,2467,0,
35712,2,1,28,712,29,0,1,14,712,1,
28624,3,0,22,1124,24,1,0,11,1124,0,
50395,2,1,40,395,41,0,1,20,395,1,
78483,2,1,62,983,63,0,1,31,983,1,
49082,2,1,39,332,40,1,0,19,1582,1,
89118,2,1,71,368,72,1,0,35,1618,1,
57853,2,1,46,353,47,0,1,23,353,1,
58218,3,0,46,718,47,0,1,23,718,1,
60462,3,0,48,462,49,0,1,24,462,1,
39024,2,1,31,274,32,1,0,15,1524,1,
66451,2,1,53,201,54,1,0,26,1451,1,
77921,3,0,62,421,63,0,1,31,421,1,
4538,2,1,3,788,4,1,0,1,2038,1,
72287,3,0,57,1037,58,1,0,28,2287,1,
60154,2,1,48,154,49,0,1,24,154,1,
50704,3,0,40,704,41,0,1,20,704,1,
85345,3,0,68,345,69,0,1,34,345,1,
50738,3,0,40,738,41,0,1,20,738,1,
54535,3,0,43,785,44,1,0,21,2035,1,
15134,3,0,12,134,13,0,1,6,134,1,
36449,2,1,29,199,30,1,0,14,1449,1,
6645,3,0,5,395,6,1,0,2,1645,1,
30632,2,1,24,632,25,0,1,12,632,1,
84920,2,1,67,1170,69,0,1,33,2420,0,
33041,2,1,26,541,27,0,1,13,541,1,
17997,3,0,14,497,15,0,1,7,497,1,
18424,2,1,14,924,15,0,1,7,924,1,
51487,2,1,41,237,42,1,0,20,1487,1,
66836,3,0,53,586,54,1,0,26,1836,1,
80588,2,1,64,588,65,0,1,32,588,1,
56209,2,1,44,1209,46,1,0,22,1209,0,
2305,3,0,1,1055,2,1,0,0,2305,1,
37241,3,0,29,991,30,1,0,14,2241,1,
81206,2,1,64,1206,66,1,0,32,1206,0,
78308,3,0,62,808,63,0,1,31,808,1,
41351,3,0,33,101,34,1,0,16,1351,1,
84794,2,1,67,1044,68,1,0,33,2294,1,
78259,2,1,62,759,63,0,1,31,759,1,
91368,3,0,73,118,74,1,0,36,1368,1,
53864,2,1,43,114,44,1,0,21,1364,1,
70504,3,0,56,504,57,0,1,28,504,1,
60177,2,1,48,177,49,0,1,24,177,1,
56100,3,0,44,1100,45,0,1,22,1100,1,
59968,2,1,47,1218,49,0,1,23,2468,0,
21465,2,1,17,215,18,1,0,8,1465,1,
69375,3,0,55,625,56,1,0,27,1875,1,
42815,2,1,34,315,35,0,1,17,315,1,
83511,2,1,66,1011,67,0,1,33,1011,1,
4644,2,1,3,894,4,1,0,1,2144,1,
53925,2,1,43,175,44,1,0,21,1425,1,
16994,2,1,13,744,14,1,0,6,1994,1,
51683,2,1,41,433,42,1,0,20,1683,1,
82268,2,1,65,1018,66,1,0,32,2268,1,
27318,3,0,21,1068,22,1,0,10,2318,1,
16409,3,0,13,159,14,1,0,6,1409,1,
93199,2,1,74,699,75,0,1,37,699,1,
81656,3,0,65,406,66,1,0,32,1656,1,
61269,2,1,49,19,49,0,1,24,1269,0,
48361,3,0,38,861,39,0,1,19,861,1,
12513,3,0,10,13,10,1,0,5,13,0,
22665,3,0,18,165,19,0,1,9,165,1,
36570,2,1,29,320,30,1,0,14,1570,1,
89932,2,1,71,1182,73,0,1,35,2432,0,
66970,2,1,53,720,54,1,0,26,1970,1,
15180,3,0,12,180,13,0,1,6,180,1,
38090,2,1,30,590,31,0,1,15,590,1,
29137,3,0,23,387,24,1,0,11,1637,1,
14505,2,1,11,755,12,1,0,5,2005,1,
87507,3,0,70,7,70,1,0,35,7,0,
76137,3,0,60,1137,62,1,0,30,1137,0,
62553,2,1,50,53,50,1,0,25,53,0,
48915,2,1,39,165,40,1,0,19,1415,1,
78480,2,1,62,980,63,0,1,31,980,1,
17406,3,0,13,1156,15,0,1,6,2406,0,
93304,2,1,74,804,75,0,1,37,804,1,
32946,3,0,26,446,27,0,1,13,446,1,
52575,3,0,42,75,42,1,0,21,75,0,
9655,2,1,7,905,8,1,0,3,2155,1,
48076,2,1,38,576,39,0,1,19,576,1,
34712,3,0,27,962,28,1,0,13,2212,1,
74304,2,1,59,554,60,1,0,29,1804,1,
34289,2,1,27,539,28,1,0,13,1789,1,
82956,3,0,66,456,67,0,1,33,456,1,
19311,3,0,15,561,16,1,0,7,1811,1,
46224,2,1,36,1224,38,1,0,18,1224,0,
90438,3,0,72,438,73,0,1,36,438,1,
72438,2,1,57,1188,59,0,1,28,2438,0,
186,2,1,0,186,1,0,1,0,186,1,
65601,3,0,52,601,53,0,1,26,601,1,
83346,2,1,66,846,67,0,1,33,846,1,
24688,3,0,19,938,20,1,0,9,2188,1,
5295,3,0,4,295,5,0,1,2,295,1,
54228,2,1,43,478,44,1,0,21,1728,1,
6643,3,0,5,393,6,1,0,2,1643,1,
16443,3,0,13,193,14,1,0,6,1443,1,
21151,2,1,16,1151,18,1,0,8,1151,0,
51392,2,1,41,142,42,1,0,20,1392,1,
85395,3,0,68,395,69,0,1,34,395,1,
53927,2,1,43,177,44,1,0,21,1427,1,
16949,2,1,13,699,14,1,0,6,1949,1,
1581,2,1,1,331,2,1,0,0,1581,1,
22296,3,0,17,1046,18,1,0,8,2296,1,
38213,2,1,30,713,31,0,1,15,713,1,
17509,3,0,14,9,14,1,0,7,9,0,
51937,3,0,41,687,42,1,0,20,1937,1,
36987,3,0,29,737,30,1,0,14,1987,1,
78727,3,0,62,1227,64,1,0,31,1227,0,
29315,2,1,23,565,24,1,0,11,1815,1,
46088,3,0,36,1088,37,0,1,18,1088,1,
75801,2,1,60,801,61,0,1,30,801,1,
46698,2,1,37,448,38,1,0,18,1698,1,
92681,3,0,74,181,75,0,1,37,181,1,
13696,2,1,10,1196,12,1,0,5,1196,0,
83903,3,0,67,153,68,1,0,33,1403,1,
48348,3,0,38,848,39,0,1,19,848,1,
33607,3,0,26,1107,28,1,0,13,1107,0,
54095,2,1,43,345,44,1,0,21,1595,1,
84963,3,0,67,1213,69,0,1,33,2463,0,
70587,3,0,56,587,57,0,1,28,587,1,
27506,3,0,22,6,22,1,0,11,6,0,
73546,2,1,58,1046,59,0,1,29,1046,1,
32291,3,0,25,1041,26,1,0,12,2291,1,
43336,3,0,34,836,35,0,1,17,836,1,
39174,2,1,31,424,32,1,0,15,1674,1,
38851,3,0,31,101,32,1,0,15,1351,1,
40869,3,0,32,869,33,0,1,16,869,1,
50344,2,1,40,344,41,0,1,20,344,1,
43580,3,0,34,1080,35,0,1,17,1080,1,
27179,3,0,21,929,22,1,0,10,2179,1,
4734,3,0,3,984,4,1,0,1,2234,1,
19847,3,0,15,1097,16,1,0,7,2347,1,
63246,2,1,50,746,51,0,1,25,746,1,
36727,2,1,29,477,30,1,0,14,1727,1,
59187,2,1,47,437,48,1,0,23,1687,1,
18321,2,1,14,821,15,0,1,7,821,1,
44197,2,1,35,447,36,1,0,17,1697,1,
73467,2,1,58,967,59,0,1,29,967,1,
7525,3,0,6,25,6,1,0,3,25,0,
93286,2,1,74,786,75,0,1,37,786,1,
78527,3,0,62,1027,63,0,1,31,1027,1,
77550,2,1,62,50,62,1,0,31,50,0,
14383,3,0,11,633,12,1,0,5,1883,1,
74915,2,1,59,1165,61,0,1,29,2415,0,
5590,3,0,4,590,5,0,1,2,590,1,
92964,2,1,74,464,75,0,1,37,464,1,
8501,2,1,6,1001,7,0,1,3,1001,1,
46435,2,1,37,185,38,1,0,18,1435,1,
63250,3,0,50,750,51,0,1,25,750,1,
55282,2,1,44,282,45,0,1,22,282,1,
67838,2,1,54,338,55,0,1,27,338,1,
12763,2,1,10,263,11,0,1,5,263,1,
80933,2,1,64,933,65,0,1,32,933,1,
42923,2,1,34,423,35,0,1,17,423,1,
68939,3,0,55,189,56,1,0,27,1439,1,
24504,3,0,19,754,20,1,0,9,2004,1,
8781,2,1,7,31,7,0,1,3,1281,0,
28748,2,1,22,1248,24,1,0,11,1248,0,
87823,3,0,70,323,71,0,1,35,323,1,
23,2,1,0,23,0,1,0,0,23,0,
13494,2,1,10,994,11,0,1,5,994,1,
80434,3,0,64,434,65,0,1,32,434,1,
39608,2,1,31,858,32,1,0,15,2108,1,
82573,3,0,66,73,66,1,0,33,73,0,
8065,3,0,6,565,7,0,1,3,565,1,
6065,3,0,4,1065,5,0,1,2,1065,1,
1658,2,1,1,408,2,1,0,0,1658,1,
22387,3,0,17,1137,19,0,1,8,2387,0,
21164,3,0,16,1164,18,1,0,8,1164,0,
39127,2,1,31,377,32,1,0,15,1627,1,
15619,3,0,12,619,13,0,1,6,619,1,
68799,2,1,55,49,55,0,1,27,1299,0,
70142,2,1,56,142,57,0,1,28,142,1,
63129,3,0,50,629,51,0,1,25,629,1,
9246,3,0,7,496,8,1,0,3,1746,1,
48439,3,0,38,939,39,0,1,19,939,1,
68493,2,1,54,993,55,0,1,27,993,1,
22049,2,1,17,799,18,1,0,8,2049,1,
31695,2,1,25,445,26,1,0,12,1695,1,
75855,2,1,60,855,61,0,1,30,855,1,
52813,2,1,42,313,43,0,1,21,313,1,
27368,3,0,21,1118,23,0,1,10,2368,0,
59513,3,0,47,763,48,1,0,23,2013,1,
38365,2,1,30,865,31,0,1,15,865,1,
70421,2,1,56,421,57,0,1,28,421,1,
15229,3,0,12,229,13,0,1,6,229,1,
46601,2,1,37,351,38,1,0,18,1601,1,
11690,2,1,9,440,10,1,0,4,1690,1,
25145,3,0,20,145,21,0,1,10,145,1,
82384,2,1,65,1134,67,0,1,32,2384,0,
22245,2,1,17,995,18,1,0,8,2245,1,
53882,2,1,43,132,44,1,0,21,1382,1,
65217,2,1,52,217,53,0,1,26,217,1,
64329,3,0,51,579,52,1,0,25,1829,1,
72468,2,1,57,1218,59,0,1,28,2468,0,
63964,2,1,51,214,52,1,0,25,1464,1,
4302,3,0,3,552,4,1,0,1,1802,1,
12696,2,1,10,196,11,0,1,5,196,1,
97044,2,1,77,794,78,1,0,38,2044,1,
24474,2,1,19,724,20,1,0,9,1974,1,
57618,2,1,46,118,47,0,1,23,118,1,
43062,2,1,34,562,35,0,1,17,562,1,
47225,2,1,37,975,38,1,0,18,2225,1,
82753,3,0,66,253,67,0,1,33,253,1,
95132,3,0,76,132,77,0,1,38,132,1,
25774,3,0,20,774,21,0,1,10,774,1,
66555,3,0,53,305,54,1,0,26,1555,1,
10964,2,1,8,964,9,0,1,4,964,1,
799,3,0,0,799,1,0,1,0,799,1,
62530,2,1,50,30,50,1,0,25,30,0,
